condition,fault_type,scenario,seed,true_rc,pred_H,pred_R,AC1_H,AC3_H,AC5_H,AC1_R,AC3_R,AC5_R
carts-mem,mem,3,1003,carts_mem,carts_mem,carts_mem,True,True,True,True,True,True
carts-mem,mem,3,2003,carts_mem,carts_mem,rabbitmq_mem,True,True,True,False,True,True
carts-mem,mem,3,3003,carts_mem,carts_mem,carts-db_mem,True,True,True,False,True,True
carts-mem,mem,3,4003,carts_mem,carts_mem,user_mem,True,True,True,False,True,True
carts-mem,mem,3,5003,carts_mem,carts_mem,carts-db_mem,True,True,True,False,True,True
carts-mem,mem,3,6003,carts_mem,carts_mem,orders-db_mem,True,True,True,False,True,True
carts-mem,mem,3,7003,carts_mem,carts_mem,carts_mem,True,True,True,True,True,True
carts-mem,mem,3,8003,carts_mem,carts_mem,carts-db_mem,True,True,True,False,False,False
carts-mem,mem,3,9003,carts_mem,carts_mem,queue-master_mem,True,True,True,False,True,True
carts-mem,mem,4,4,carts_mem,carts_mem,carts-db_mem,True,True,True,False,False,False
carts-mem,mem,4,1004,carts_mem,carts_mem,catalogue_mem,True,True,True,False,False,False
carts-mem,mem,4,2004,carts_mem,carts_mem,carts-db_mem,True,True,True,False,False,False
carts-mem,mem,4,3004,carts_mem,carts_mem,shipping_mem,True,True,True,False,False,False
carts-mem,mem,4,4004,carts_mem,carts_mem,user-db_mem,True,True,True,False,False,False
carts-mem,mem,4,5004,carts_mem,carts_mem,catalogue_mem,True,True,True,False,False,False
carts-mem,mem,4,6004,carts_mem,carts_mem,user_mem,True,True,True,False,False,False
carts-mem,mem,4,7004,carts_mem,carts_mem,orders-db_mem,True,True,True,False,False,False
carts-mem,mem,4,8004,carts_mem,carts_mem,front-end_mem,True,True,True,False,False,False
carts-mem,mem,4,9004,carts_mem,carts_mem,user-db_mem,True,True,True,False,False,False
carts-mem,mem,5,5,carts_mem,carts_mem,carts_mem,True,True,True,True,True,True
carts-mem,mem,5,1005,carts_mem,carts_mem,user-db_mem,True,True,True,False,False,True
carts-mem,mem,5,2005,carts_mem,carts_mem,carts-db_mem,True,True,True,False,True,True
carts-mem,mem,5,3005,carts_mem,carts_mem,payment_mem,True,True,True,False,False,True
carts-mem,mem,5,4005,carts_mem,carts_mem,user-db_mem,True,True,True,False,True,True
carts-mem,mem,5,5005,carts_mem,carts_mem,queue-master_mem,True,True,True,False,True,True
carts-mem,mem,5,6005,carts_mem,carts_mem,orders-db_mem,True,True,True,False,True,True
carts-mem,mem,5,7005,carts_mem,carts_mem,orders-db_mem,True,True,True,False,True,True
carts-mem,mem,5,8005,carts_mem,carts_mem,user-db_mem,True,True,True,False,True,True
carts-mem,mem,5,9005,carts_mem,carts_mem,user-db_mem,True,True,True,False,True,True
catalogue-mem,mem,1,1,catalogue_mem,user-db_mem,carts-db_mem,False,True,True,False,False,False
catalogue-mem,mem,1,1001,catalogue_mem,user-db_mem,rabbitmq_mem,False,True,True,False,False,False
catalogue-mem,mem,1,2001,catalogue_mem,user-db_mem,carts_mem,False,True,True,False,False,False
catalogue-mem,mem,1,3001,catalogue_mem,user-db_mem,front-end_mem,False,True,True,False,False,False
catalogue-mem,mem,1,4001,catalogue_mem,user-db_mem,orders_mem,False,True,True,False,False,False
catalogue-mem,mem,1,5001,catalogue_mem,user-db_mem,user_mem,False,True,True,False,False,False
catalogue-mem,mem,1,6001,catalogue_mem,user-db_mem,carts_mem,False,True,True,False,False,False
catalogue-mem,mem,1,7001,catalogue_mem,user-db_mem,orders_mem,False,True,True,False,False,False
catalogue-mem,mem,1,8001,catalogue_mem,user-db_mem,user_mem,False,True,True,False,False,False
catalogue-mem,mem,1,9001,catalogue_mem,user-db_mem,rabbitmq_mem,False,True,True,False,False,False
catalogue-mem,mem,2,2,catalogue_mem,user-db_mem,payment_mem,False,True,True,False,False,False
catalogue-mem,mem,2,1002,catalogue_mem,user-db_mem,user_mem,False,True,True,False,False,False
catalogue-mem,mem,2,2002,catalogue_mem,user-db_mem,shipping_mem,False,True,True,False,False,False
catalogue-mem,mem,2,3002,catalogue_mem,user-db_mem,catalogue_mem,False,True,True,True,True,True
catalogue-mem,mem,2,4002,catalogue_mem,user-db_mem,payment_mem,False,True,True,False,False,False
catalogue-mem,mem,2,5002,catalogue_mem,user-db_mem,orders_mem,False,True,True,False,False,True
catalogue-mem,mem,2,6002,catalogue_mem,user-db_mem,shipping_mem,False,True,True,False,False,False
catalogue-mem,mem,2,7002,catalogue_mem,user-db_mem,catalogue-db_mem,False,True,True,False,False,True
catalogue-mem,mem,2,8002,catalogue_mem,user-db_mem,rabbitmq_mem,False,True,True,False,False,False
catalogue-mem,mem,2,9002,catalogue_mem,user-db_mem,orders-db_mem,False,True,True,False,False,True
catalogue-mem,mem,3,3,catalogue_mem,user-db_mem,front-end_mem,False,True,True,False,False,False
catalogue-mem,mem,3,1003,catalogue_mem,user-db_mem,catalogue_mem,False,True,True,True,True,True
catalogue-mem,mem,3,2003,catalogue_mem,user-db_mem,catalogue-db_mem,False,True,True,False,False,True
catalogue-mem,mem,3,3003,catalogue_mem,user-db_mem,catalogue-db_mem,False,True,True,False,True,True
catalogue-mem,mem,3,4003,catalogue_mem,user-db_mem,catalogue_mem,False,False,True,True,True,True
catalogue-mem,mem,3,5003,catalogue_mem,user-db_mem,orders-db_mem,False,True,True,False,False,False
catalogue-mem,mem,3,6003,catalogue_mem,user-db_mem,user-db_mem,False,True,True,False,False,True
catalogue-mem,mem,3,7003,catalogue_mem,user-db_mem,catalogue-db_mem,False,True,True,False,False,True
catalogue-mem,mem,3,8003,catalogue_mem,user-db_mem,catalogue_mem,False,False,True,True,True,True
catalogue-mem,mem,3,9003,catalogue_mem,user-db_mem,rabbitmq_mem,False,True,True,False,False,False
catalogue-mem,mem,4,4,catalogue_mem,user-db_mem,carts_mem,False,True,True,False,True,True
catalogue-mem,mem,4,1004,catalogue_mem,user-db_mem,carts-db_mem,False,True,True,False,False,False
catalogue-mem,mem,4,2004,catalogue_mem,user-db_mem,front-end_mem,False,True,True,False,False,False
catalogue-mem,mem,4,3004,catalogue_mem,user-db_mem,shipping_mem,False,True,True,False,False,False
catalogue-mem,mem,4,4004,catalogue_mem,user-db_mem,carts-db_mem,False,True,True,False,False,True
catalogue-mem,mem,4,5004,catalogue_mem,user-db_mem,carts-db_mem,False,True,True,False,False,False
catalogue-mem,mem,4,6004,catalogue_mem,user-db_mem,orders_mem,False,True,True,False,False,False
catalogue-mem,mem,4,7004,catalogue_mem,user-db_mem,payment_mem,False,True,True,False,False,False
catalogue-mem,mem,4,8004,catalogue_mem,user-db_mem,catalogue-db_mem,False,True,True,False,True,True
catalogue-mem,mem,4,9004,catalogue_mem,user-db_mem,carts-db_mem,False,True,True,False,False,True
catalogue-mem,mem,5,5,catalogue_mem,user-db_mem,queue-master_mem,False,True,True,False,False,True
catalogue-mem,mem,5,1005,catalogue_mem,user-db_mem,carts_mem,False,True,True,False,False,True
catalogue-mem,mem,5,2005,catalogue_mem,user-db_mem,queue-master_mem,False,True,True,False,True,True
catalogue-mem,mem,5,3005,catalogue_mem,user-db_mem,queue-master_mem,False,True,True,False,True,True
catalogue-mem,mem,5,4005,catalogue_mem,user-db_mem,catalogue_mem,False,True,True,True,True,True
catalogue-mem,mem,5,5005,catalogue_mem,user-db_mem,catalogue_mem,False,True,True,True,True,True
catalogue-mem,mem,5,6005,catalogue_mem,user-db_mem,orders-db_mem,False,True,True,False,True,True
catalogue-mem,mem,5,7005,catalogue_mem,user-db_mem,rabbitmq_mem,False,True,True,False,True,True
catalogue-mem,mem,5,8005,catalogue_mem,user-db_mem,front-end_mem,False,True,True,False,False,True
catalogue-mem,mem,5,9005,catalogue_mem,user-db_mem,catalogue_mem,False,True,True,True,True,True
orders-mem,mem,1,1,orders_mem,orders_mem,user-db_mem,True,True,True,False,False,True
orders-mem,mem,1,1001,orders_mem,orders_mem,user_mem,True,True,True,False,False,False
orders-mem,mem,1,2001,orders_mem,orders_mem,orders-db_mem,True,True,True,False,False,False
orders-mem,mem,1,3001,orders_mem,orders_mem,user_mem,True,True,True,False,False,False
orders-mem,mem,1,4001,orders_mem,orders_mem,carts_mem,True,True,True,False,False,False
orders-mem,mem,1,5001,orders_mem,orders_mem,orders-db_mem,True,True,True,False,False,False
orders-mem,mem,1,6001,orders_mem,orders_mem,catalogue-db_mem,True,True,True,False,False,False
orders-mem,mem,1,7001,orders_mem,orders_mem,payment_mem,True,True,True,False,False,False
orders-mem,mem,1,8001,orders_mem,orders_mem,user-db_mem,True,True,True,False,False,False
orders-mem,mem,1,9001,orders_mem,orders_mem,queue-master_mem,True,True,True,False,False,False
orders-mem,mem,2,2,orders_mem,orders_mem,catalogue_mem,True,True,True,False,False,False
orders-mem,mem,2,1002,orders_mem,orders_mem,carts_mem,True,True,True,False,True,True
orders-mem,mem,2,2002,orders_mem,orders_mem,payment_mem,True,True,True,False,True,True
orders-mem,mem,2,3002,orders_mem,orders_mem,carts_mem,True,True,True,False,True,True
orders-mem,mem,2,4002,orders_mem,orders_mem,payment_mem,True,True,True,False,False,True
orders-mem,mem,2,5002,orders_mem,orders_mem,user-db_mem,True,True,True,False,False,False
orders-mem,mem,2,6002,orders_mem,orders_mem,carts-db_mem,True,True,True,False,True,True
orders-mem,mem,2,7002,orders_mem,orders_mem,carts_mem,True,True,True,False,True,True
orders-mem,mem,2,8002,orders_mem,orders_mem,payment_mem,True,True,True,False,False,True
orders-mem,mem,2,9002,orders_mem,orders_mem,queue-master_mem,True,True,True,False,False,False
orders-mem,mem,3,3,orders_mem,orders_mem,user-db_mem,True,True,True,False,False,False
orders-mem,mem,3,1003,orders_mem,orders_mem,catalogue-db_mem,True,True,True,False,False,False
orders-mem,mem,3,2003,orders_mem,orders_mem,user-db_mem,True,True,True,False,False,False
orders-mem,mem,3,3003,orders_mem,orders_mem,user-db_mem,True,True,True,False,False,False
orders-mem,mem,3,4003,orders_mem,orders_mem,shipping_mem,True,True,True,False,False,False
orders-mem,mem,3,5003,orders_mem,orders_mem,carts-db_mem,True,True,True,False,False,False
orders-mem,mem,3,6003,orders_mem,orders_mem,carts_mem,True,True,True,False,False,False
orders-mem,mem,3,7003,orders_mem,orders_mem,front-end_mem,True,True,True,False,False,False
orders-mem,mem,3,8003,orders_mem,orders_mem,user_mem,True,True,True,False,False,False
orders-mem,mem,3,9003,orders_mem,orders_mem,queue-master_mem,True,True,True,False,False,False
orders-mem,mem,4,4,orders_mem,orders_mem,rabbitmq_mem,True,True,True,False,False,False
orders-mem,mem,4,1004,orders_mem,orders_mem,user_mem,True,True,True,False,False,False
orders-mem,mem,4,2004,orders_mem,orders_mem,user-db_mem,True,True,True,False,False,False
orders-mem,mem,4,3004,orders_mem,orders_mem,queue-master_mem,True,True,True,False,False,False
orders-mem,mem,4,4004,orders_mem,orders_mem,user_mem,True,True,True,False,False,False
orders-mem,mem,4,5004,orders_mem,orders_mem,front-end_mem,True,True,True,False,True,True
orders-mem,mem,4,6004,orders_mem,orders_mem,carts_mem,True,True,True,False,False,False
orders-mem,mem,4,7004,orders_mem,orders_mem,payment_mem,True,True,True,False,False,False
orders-mem,mem,4,8004,orders_mem,orders_mem,shipping_mem,True,True,True,False,False,False
orders-mem,mem,4,9004,orders_mem,orders_mem,user-db_mem,True,True,True,False,False,True
orders-mem,mem,5,5,orders_mem,orders_mem,carts_mem,True,True,True,False,False,False
orders-mem,mem,5,1005,orders_mem,orders_mem,carts_mem,True,True,True,False,False,True
orders-mem,mem,5,2005,orders_mem,orders_mem,queue-master_mem,True,True,True,False,False,True
orders-mem,mem,5,3005,orders_mem,orders_mem,queue-master_mem,True,True,True,False,False,True
orders-mem,mem,5,4005,orders_mem,orders_mem,queue-master_mem,True,True,True,False,True,True
orders-mem,mem,5,5005,orders_mem,orders_mem,orders-db_mem,True,True,True,False,False,False
orders-mem,mem,5,6005,orders_mem,orders_mem,payment_mem,True,True,True,False,False,True
orders-mem,mem,5,7005,orders_mem,orders_mem,orders-db_mem,True,True,True,False,True,True
orders-mem,mem,5,8005,orders_mem,orders_mem,rabbitmq_mem,True,True,True,False,False,False
orders-mem,mem,5,9005,orders_mem,orders_mem,user-db_mem,True,True,True,False,False,True
payment-mem,mem,1,1,payment_mem,user-db_mem,orders-db_mem,False,True,True,False,False,True
payment-mem,mem,1,1001,payment_mem,user-db_mem,payment_mem,False,True,True,True,True,True
payment-mem,mem,1,2001,payment_mem,user-db_mem,user_mem,False,True,True,False,True,True
payment-mem,mem,1,3001,payment_mem,user-db_mem,payment_mem,False,True,True,True,True,True
payment-mem,mem,1,4001,payment_mem,user-db_mem,payment_mem,False,True,True,True,True,True
payment-mem,mem,1,5001,payment_mem,user-db_mem,orders_mem,False,True,True,False,True,True
payment-mem,mem,1,6001,payment_mem,user-db_mem,carts-db_mem,False,True,True,False,False,False
payment-mem,mem,1,7001,payment_mem,user-db_mem,front-end_mem,False,True,True,False,True,True
payment-mem,mem,1,8001,payment_mem,user-db_mem,carts_mem,False,True,True,False,False,False
payment-mem,mem,1,9001,payment_mem,user-db_mem,carts-db_mem,False,True,True,False,False,True
payment-mem,mem,2,2,payment_mem,user-db_mem,carts-db_mem,False,True,True,False,False,False
payment-mem,mem,2,1002,payment_mem,payment_mem,user-db_mem,True,True,True,False,False,False
payment-mem,mem,2,2002,payment_mem,user-db_mem,catalogue-db_mem,False,True,True,False,False,True
payment-mem,mem,2,3002,payment_mem,user-db_mem,user_mem,False,True,True,False,False,False
payment-mem,mem,2,4002,payment_mem,front-end_mem,rabbitmq_mem,False,False,True,False,False,False
payment-mem,mem,2,5002,payment_mem,user-db_mem,rabbitmq_mem,False,True,True,False,False,False
payment-mem,mem,2,6002,payment_mem,user-db_mem,catalogue_mem,False,True,True,False,False,False
payment-mem,mem,2,7002,payment_mem,front-end_mem,orders-db_mem,False,True,True,False,False,False
payment-mem,mem,2,8002,payment_mem,user-db_mem,catalogue-db_mem,False,True,True,False,False,False
payment-mem,mem,2,9002,payment_mem,user-db_mem,user_mem,False,True,True,False,False,True
payment-mem,mem,3,3,payment_mem,user-db_mem,shipping_mem,False,True,True,False,False,False
payment-mem,mem,3,1003,payment_mem,user-db_mem,catalogue-db_mem,False,True,True,False,False,False
payment-mem,mem,3,2003,payment_mem,user-db_mem,catalogue_mem,False,True,True,False,False,False
payment-mem,mem,3,3003,payment_mem,user-db_mem,rabbitmq_mem,False,True,True,False,False,False
payment-mem,mem,3,4003,payment_mem,user-db_mem,catalogue_mem,False,True,True,False,False,False
payment-mem,mem,3,5003,payment_mem,user-db_mem,catalogue-db_mem,False,True,True,False,False,False
payment-mem,mem,3,6003,payment_mem,user-db_mem,rabbitmq_mem,False,True,True,False,False,False
payment-mem,mem,3,7003,payment_mem,user-db_mem,catalogue_mem,False,True,True,False,False,False
payment-mem,mem,3,8003,payment_mem,user-db_mem,shipping_mem,False,True,True,False,False,False
payment-mem,mem,3,9003,payment_mem,user-db_mem,carts_mem,False,True,True,False,False,False
payment-mem,mem,4,4,payment_mem,user-db_mem,user_mem,False,True,True,False,False,False
payment-mem,mem,4,1004,payment_mem,user-db_mem,orders-db_mem,False,True,True,False,False,False
payment-mem,mem,4,2004,payment_mem,user-db_mem,orders_mem,False,True,True,False,False,False
payment-mem,mem,4,3004,payment_mem,user-db_mem,shipping_mem,False,True,True,False,False,True
payment-mem,mem,4,4004,payment_mem,user-db_mem,orders_mem,False,True,True,False,False,False
payment-mem,mem,4,5004,payment_mem,user-db_mem,user-db_mem,False,True,True,False,False,True
payment-mem,mem,4,6004,payment_mem,user-db_mem,carts-db_mem,False,True,True,False,False,True
payment-mem,mem,4,7004,payment_mem,user-db_mem,front-end_mem,False,True,True,False,False,True
payment-mem,mem,4,8004,payment_mem,user-db_mem,front-end_mem,False,True,True,False,True,True
payment-mem,mem,4,9004,payment_mem,user-db_mem,orders-db_mem,False,True,True,False,True,True
payment-mem,mem,5,5,payment_mem,user-db_mem,catalogue-db_mem,False,True,True,False,False,False
payment-mem,mem,5,1005,payment_mem,user-db_mem,rabbitmq_mem,False,True,True,False,False,True
payment-mem,mem,5,2005,payment_mem,user-db_mem,rabbitmq_mem,False,True,True,False,False,True
payment-mem,mem,5,3005,payment_mem,user-db_mem,front-end_mem,False,True,True,False,False,False
payment-mem,mem,5,4005,payment_mem,user-db_mem,rabbitmq_mem,False,True,True,False,False,True
payment-mem,mem,5,5005,payment_mem,front-end_mem,user-db_mem,False,True,True,False,False,False
payment-mem,mem,5,6005,payment_mem,payment_mem,carts-db_mem,True,True,True,False,True,True
payment-mem,mem,5,7005,payment_mem,user-db_mem,carts-db_mem,False,True,True,False,True,True
payment-mem,mem,5,8005,payment_mem,user-db_mem,queue-master_mem,False,True,True,False,False,False
payment-mem,mem,5,9005,payment_mem,payment_mem,carts_mem,True,True,True,False,True,True
user-mem,mem,1,1,user_mem,user_mem,front-end_mem,True,True,True,False,False,False
user-mem,mem,1,1001,user_mem,user_mem,catalogue-db_mem,True,True,True,False,False,False
user-mem,mem,1,2001,user_mem,user_mem,catalogue_mem,True,True,True,False,False,False
user-mem,mem,1,3001,user_mem,user_mem,catalogue_mem,True,True,True,False,False,False
user-mem,mem,1,4001,user_mem,user_mem,catalogue_mem,True,True,True,False,False,False
user-mem,mem,1,5001,user_mem,user_mem,catalogue_mem,True,True,True,False,False,False
user-mem,mem,1,6001,user_mem,user_mem,carts_mem,True,True,True,False,False,False
user-mem,mem,1,7001,user_mem,user_mem,orders_mem,True,True,True,False,False,False
user-mem,mem,1,8001,user_mem,user_mem,shipping_mem,True,True,True,False,False,False
user-mem,mem,1,9001,user_mem,user_mem,user-db_mem,True,True,True,False,False,False
user-mem,mem,2,2,user_mem,user_mem,catalogue-db_mem,True,True,True,False,True,True
user-mem,mem,2,1002,user_mem,user_mem,user-db_mem,True,True,True,False,True,True
user-mem,mem,2,2002,user_mem,user_mem,orders-db_mem,True,True,True,False,True,True
user-mem,mem,2,3002,user_mem,user_mem,user_mem,True,True,True,True,True,True
user-mem,mem,2,4002,user_mem,user_mem,carts-db_mem,True,True,True,False,True,True
user-mem,mem,2,5002,user_mem,user_mem,catalogue-db_mem,True,True,True,False,True,True
user-mem,mem,2,6002,user_mem,user_mem,rabbitmq_mem,True,True,True,False,True,True
user-mem,mem,2,7002,user_mem,user_mem,orders-db_mem,True,True,True,False,True,True
user-mem,mem,2,8002,user_mem,user_mem,carts-db_mem,True,True,True,False,True,True
user-mem,mem,2,9002,user_mem,user_mem,catalogue_mem,True,True,True,False,False,True
user-mem,mem,3,3,user_mem,user_mem,catalogue-db_mem,True,True,True,False,True,True
user-mem,mem,3,1003,user_mem,user_mem,catalogue-db_mem,True,True,True,False,True,True
user-mem,mem,3,2003,user_mem,user_mem,carts-db_mem,True,True,True,False,True,True
user-mem,mem,3,3003,user_mem,user_mem,user_mem,True,True,True,True,True,True
user-mem,mem,3,4003,user_mem,user_mem,carts-db_mem,True,True,True,False,True,True
user-mem,mem,3,5003,user_mem,user_mem,carts-db_mem,True,True,True,False,True,True
user-mem,mem,3,6003,user_mem,user_mem,catalogue-db_mem,True,True,True,False,True,True
user-mem,mem,3,7003,user_mem,user_mem,user_mem,True,True,True,True,True,True
user-mem,mem,3,8003,user_mem,user_mem,carts-db_mem,True,True,True,False,True,True
user-mem,mem,3,9003,user_mem,user_mem,carts-db_mem,True,True,True,False,True,True
user-mem,mem,4,4,user_mem,user_mem,user_mem,True,True,True,True,True,True
user-mem,mem,4,1004,user_mem,user_mem,catalogue-db_mem,True,True,True,False,True,True
user-mem,mem,4,2004,user_mem,user_mem,user_mem,True,True,True,True,True,True
user-mem,mem,4,3004,user_mem,user_mem,carts-db_mem,True,True,True,False,True,True
user-mem,mem,4,4004,user_mem,user_mem,user-db_mem,True,True,True,False,True,True
user-mem,mem,4,5004,user_mem,user_mem,catalogue-db_mem,True,True,True,False,True,True
user-mem,mem,4,6004,user_mem,user_mem,user_mem,True,True,True,True,True,True
user-mem,mem,4,7004,user_mem,user_mem,user_mem,True,True,True,True,True,True
user-mem,mem,4,8004,user_mem,user_mem,orders-db_mem,True,True,True,False,True,True
user-mem,mem,4,9004,user_mem,user_mem,catalogue-db_mem,True,True,True,False,False,True
user-mem,mem,5,5,user_mem,user_mem,rabbitmq_mem,True,True,True,False,False,False
user-mem,mem,5,1005,user_mem,user_mem,payment_mem,True,True,True,False,True,True
user-mem,mem,5,2005,user_mem,user_mem,payment_mem,True,True,True,False,False,False
user-mem,mem,5,3005,user_mem,user_mem,user-db_mem,True,True,True,False,True,True
user-mem,mem,5,4005,user_mem,user_mem,carts_mem,True,True,True,False,False,False
user-mem,mem,5,5005,user_mem,user_mem,catalogue-db_mem,True,True,True,False,False,False
user-mem,mem,5,6005,user_mem,user_mem,rabbitmq_mem,True,True,True,False,False,False
user-mem,mem,5,7005,user_mem,user_mem,catalogue-db_mem,True,True,True,False,False,False
user-mem,mem,5,8005,user_mem,user_mem,payment_mem,True,True,True,False,False,False
user-mem,mem,5,9005,user_mem,user_mem,carts_mem,True,True,True,False,False,False
